31,Прокуратура Калининградской области,-1,-1,-1,-1,77638,49,115209,23,103285,25,102617,23,113991,27,128170,23,158432,22,35,104,75,2.04
32,Прокуратура Республики Калмыкия,69347,16,71720,17,92082,17,134897,16,125093,16,116961,16,117626,16,137508,14,157057,17,68,126,128,2.3
33,Прокуратура Камчатского края,163493,15,184132,15,221186,16,289457,15,283692,15,278227,14,276916,14,306497,10,354719,10,68,116,100,1.71
35,Прокуратура Карачаево-Черкесской республики,-1,-1,120351,15,125219,14,154478,11,157781,11,151851,10,156180,13,165531,15,211147,12,51,75,68,2.53
36,Прокуратура Кемеровской области,95518,50,99467,49,120504,53,162787,51,151062,54,147713,58,155985,51,169779,48,204521,48,68,114,112,2.17
37,Прокуратура Кировской области,69000,49,71545,46,91763,52,132181,46,118515,52,121139,47,121718,51,121973,48,152269,47,68,120,120,2.12
38,Прокуратура Республики Коми,-1,-1,119304,29,158385,29,209178,28,205025,30,-1,-1,-1,-1,-1,-1,-1,-1,31,71,73,2.03
39,Прокуратура Костромской области,61138,28,59526,28,79817,28,113714,30,104754,30,100345,28,103228,35,110753,31,130514,29,68,113,114,2.12
40,Прокуратура Красноярского края,100486,66,102750,67,130736,65,184537,64,161633,62,167942,66,167417,66,189279,63,227884,54,68,126,120,2.41
41,Прокуратура Курской области,-1,-1,57236,91,72902,86,113905,35,103215,36,105167,36,106666,37,108724,36,141117,35,51,146,88,1.81
43,Прокуратура Липецкой области,56915,71,58608,71,74883,69,91273,69,107073,28,111603,27,110001,26,121497,28,154257,27,68,171,109,1.99
44,Прокуратура Магаданской области,116646,26,140687,26,176790,27,209741,28,198211,24,189788,24,193818,23,213462,23,287513,20,68,146,122,3.11
45,Прокуратура Республики Дагестан,107458,56,106479,53,115484,1,214843,1,204632,1,-1,-1,-1,-1,-1,-1,-1,-1,11,0,-1,0.57
46,Прокуратура Краснодарского края,60934,55,65464,57,85800,57,121475,54,107237,59,107092,57,111764,51,123766,55,153188,46,68,151,146,1.91
47,Прокуратура Республики Марий Эл,58762,26,-1,-1,72297,15,107345,19,97496,18,98101,20,101626,23,114153,16,146591,20,68,149,106,1.8
48,Прокуратура Республики Мордовия,63024,26,71864,25,82367,28,114116,28,105887,28,108248,27,109940,27,122988,29,150032,28,68,138,139,2.2
49,Прокуратура города Москвы,84979,64,90529,71,93398,168,145102,72,137657,75,124060,166,142352,195,135622,125,154178,107,68,81,103,2.06
50,Прокуратура Московской области,77906,56,75548,54,94071,54,130834,54,119169,52,123390,53,126645,54,136640,55,171946,53,68,120,117,1.71
51,Прокуратура Мурманской области,-1,-1,157719,20,190048,17,258726,19,248020,23,255450,21,261897,23,280238,30,334695,17,51,112,110,2.47
52,Прокуратура Нижегородской области,67027,60,-1,-1,88862,63,122194,62,105396,61,104385,60,110699,58,117326,63,146920,62,68,119,121,1.84
53,Прокуратура Новгородской области,61620,25,61726,25,86868,24,113166,21,101211,22,102357,24,103820,31,106650,22,133202,20,68,116,86,2.27
54,Прокуратура Новосибирской области,77182,49,75505,49,100519,46,-1,-1,126361,47,131589,55,134560,49,135790,51,175616,42,68,127,106,1.64
55,Прокуратура Омской области,71677,43,68587,43,88940,44,123840,43,116060,41,115005,43,115785,42,129504,43,152747,38,68,113,108,2.04
56,Прокуратура Орловской области,70764,32,64247,30,84873,30,112469,30,102678,28,102080,30,105306,29,110169,26,140319,26,68,98,94,2.2
57,Прокуратура Пензенской области,-1,-1,73419,35,92885,35,116363,34,112523,35,103148,35,99387,30,114255,35,133654,36,51,82,82,2.15
60,Прокуратура Пермского края,75262,62,78691,62,103670,61,140777,57,119867,62,127488,63,129530,61,141185,61,174926,59,68,132,125,2.36
61,Прокуратура Приморского края,96632,40,104472,45,130834,35,173573,39,159393,37,166639,37,164007,36,177689,33,219317,35,68,126,119,1.9
62,Прокуратура Псковской области,-1,-1,58331,30,77200,29,110601,31,102118,30,106095,28,105412,26,104780,29,137104,28,51,135,131,2.73
63,Прокуратура Ростовской области,64577,62,68404,66,85946,68,121910,68,107950,66,107064,66,110109,65,122495,64,145715,63,68,125,126,1.75
64,Прокуратура Самарской области,63837,48,67681,45,84887,50,116805,43,107278,41,110119,51,108361,50,128126,49,151147,48,68,136,136,2.12
65,Прокуратура города Санкт-Петербурга,76902,24,66589,9,93096,30,140330,26,126389,25,130404,25,129543,25,147527,27,174546,27,68,126,130,2.48
66,Прокуратура Саратовской области,-1,-1,-1,-1,82373,53,118439,52,102640,54,106749,50,108139,47,116204,51,149798,45,35,81,63,2.74
67,Прокуратура Свердловской области,85489,69,79064,68,102974,66,147211,70,134203,67,130912,69,136958,66,153215,69,177937,67,68,108,106,2.02
68,Прокуратура Ставропольского края,-1,-1,73458,36,115997,10,177827,5,122927,4,119118,4,114800,52,126857,40,153206,40,51,108,111,2.07
69,Прокуратура Тамбовской области,66897,32,71338,33,89926,32,123047,32,112091,33,113436,32,115627,30,127233,32,155297,29,68,132,122,1.86
70,Прокуратура Республики Татарстан,78481,79,77695,59,98959,60,134148,56,122341,58,119016,60,121563,56,127801,50,-1,-1,58,62,33,1.55
71,Прокуратура Тульской области,61849,36,73413,37,77164,37,-1,-1,114083,37,108076,37,108050,37,110711,36,140385,36,68,126,126,2.05
72,Прокуратура Республики Тува (Тыва),101594,42,104890,44,133840,43,207239,19,183712,18,-1,-1,-1,-1,219515,14,280113,15,68,175,108,2.0
73,Прокуратура Тюменской области,69287,28,69817,29,99940,29,130522,27,109789,27,112461,25,127724,27,143318,30,180853,28,68,161,161,1.9
74,Прокуратура Удмуртской республики,79453,33,74620,33,103188,43,143795,36,123837,36,123477,35,131851,35,138091,34,180969,36,68,127,130,2.09
75,Прокуратура Ульяновской области,74987,29,59267,79,74813,79,113331,32,103340,31,105105,31,106926,30,123104,29,155527,28,68,107,104,2.18
76,Прокуратура Челябинской области,84570,55,84829,60,111678,60,142521,63,129695,114,129738,53,136417,56,144125,55,175932,50,68,108,101,1.87
77,Прокуратура Чеченской республики,-1,-1,-1,-1,128677,19,172245,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,33,36,5.75
78,Прокуратура Чувашской республики,71246,30,75737,30,94230,30,128047,28,120364,28,119767,24,123575,26,130669,28,-1,-1,58,83,79,1.64
79,Прокуратура Республики Саха (Якутия),-1,-1,136571,38,191765,41,257946,34,246914,42,240284,31,255765,34,268298,31,322564,30,51,136,121,2.36
80,Прокуратура Еврейской автономной области,95893,8,101178,9,128727,9,183597,9,191583,8,181634,8,169419,8,187305,9,245141,9,68,155,162,2.3
81,Прокуратура Сахалинской области,134353,20,122670,24,160117,24,231921,24,212422,24,201014,22,216533,24,228566,25,291393,23,68,116,121,2.72
82,Прокуратура Чукотского автономного округа,182820,16,171879,16,242376,16,344245,7,325237,7,323105,8,314329,6,366762,6,-1,-1,58,100,85,1.74
83,Прокуратура Белгородской области,-1,-1,80341,26,93420,52,127034,24,107856,24,109155,24,115993,25,120385,24,147689,22,51,83,79,2.06
84,Прокуратура Калужской области,72923,30,64249,24,80717,30,113219,30,103546,30,108337,30,111734,30,118658,32,150905,31,68,106,108,1.94
85,Прокуратура Курганской области,67358,31,76923,30,94537,30,126916,29,107084,28,108243,27,123480,28,124918,27,151584,28,68,125,116,2.21
86,Прокуратура Ивановской области,70493,26,73024,25,88440,25,133955,23,110160,24,115019,26,114625,27,112109,29,136824,29,68,94,99,2.46
87,Прокуратура Смоленской области,-1,-1,68417,34,77166,33,111194,31,105606,32,106372,32,109357,34,123160,34,139074,29,51,103,92,1.9
88,Прокуратура Тверской области,59592,44,65608,40,82717,42,110191,43,98886,39,102923,40,107881,44,115821,41,146919,44,68,146,146,2.28
90,Глава республики Калмыкия,80205,1,-1,-1,-1,-1,78490,27,75251,38,75916,37,58264,81,66639,71,81082,40,26,3,31,1.7
96,Губернатор Рязанской области,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71170,114,70463,114,82963,139,10,16,28,3.95
97,Губернатор Свердловской области,-1,-1,-1,-1,136702,52,165997,68,-1,-1,277802,1,-1,-1,-1,-1,-1,-1,6,21,27,0.17
99,Губернатор Кировской области,27975,236,31054,279,23111,434,50368,161,49032,99,49495,106,176822,1,184208,1,223961,1,48,76,-1,1.0
102,Губернатор Красноярского края,-1,-1,95095,8,45739,107,59423,49,84111,31,58157,112,51294,137,73751,130,-1,-1,42,-22,132,2.46
113,Московская областная Дума,152370,40,208056,41,212007,39,332751,35,340844,44,277702,27,357324,35,365390,27,389483,22,68,155,97,3.69
114,Государственный совет - Хасэ Республики Адыгея,-1,-1,-1,-1,65037,185,62240,99,62240,237,65409,40,72842,94,59456,148,106864,41,35,64,-40,0.0
115,Прокуратура Республики Адыгея,64143,9,64978,10,82063,11,105420,11,110620,9,118379,10,121383,11,121796,11,131604,11,68,105,107,2.12
116,Государственное собрание – Эл Курултай Республики Алтай,45823,36,45347,35,52626,41,61058,78,57566,81,59426,74,67410,69,70831,61,73674,68,68,60,114,1.15
117,Глава республики Башкортостан,-1,-1,63915,51,109713,17,130604,68,128389,75,134670,69,151176,72,164960,67,191781,78,51,200,270,2.37
118,Государственное  собрание – Курултай Республики Башкортостан,-1,-1,56793,103,145539,100,159114,100,160399,110,175977,88,141127,95,129836,102,132375,94,51,133,119,1.02
121,Народный Хурал Республики Бурятия,-1,-1,44872,1,-1,-1,167349,15,225109,17,171397,49,208358,51,107044,56,128656,54,26,-23,53,0.81
130,Глава республики Татарстан,-1,-1,-1,-1,-1,-1,84937,108,97261,109,102682,109,107737,108,-1,-1,-1,-1,14,26,26,0.93
131,Глава республики Тыва,-1,-1,-1,-1,300011,1,146645,39,136399,38,340447,1,-1,-1,355858,1,121536,3,10,-6,-7,1.05
136,Губернатор Алтайского края,91407,36,-1,-1,-1,-1,124580,34,-1,-1,75747,56,244589,15,-1,-1,270196,15,68,195,112,1.67
138,Губернатор Камчатского края,-1,-1,415634,1,-1,-1,145304,28,159856,27,181866,57,143320,26,176301,23,166666,41,26,14,72,1.37
142,Губернатор Хабаровского края,-1,-1,-1,-1,-1,-1,223732,22,-1,-1,238903,30,287373,15,294711,6,347420,5,19,31,3,1.16
146,Правительство Кабардино-Балкарской республики,38883,120,46715,162,45505,204,32282,156,33875,213,37109,112,-1,-1,36241,50,41262,60,68,6,-39,1.65
147,Правительство Карачаево-Черкесской республики,28432,128,41101,208,44369,162,47929,156,46038,136,49457,155,48472,101,54201,187,55163,131,68,94,95,1.02
148,Кабинет министров республики Адыгея,65835,11,40154,223,51308,116,59865,136,56636,170,54877,224,64316,143,69676,135,99168,102,68,50,205,1.5
149,Правительство Республики Алтай,41441,58,56800,74,53891,61,62880,79,81803,56,75252,60,74751,59,73193,62,80076,63,68,93,98,0.96
150,Правительство республики Башкортостан,193322,31,95079,249,120525,88,127719,46,137609,46,121590,43,133296,52,175364,45,151434,51,68,-21,-1,1.61
151,Правительство республики Бурятия,49477,77,39384,20,41475,57,41580,69,39178,53,39544,87,23200,155,23979,172,51965,104,68,5,21,1.18
152,Правительство республики Дагестан,-1,-1,-1,-1,-1,-1,108915,207,124831,23,87204,88,79418,86,105560,104,104423,91,26,-4,-29,1.83
153,Правительство республики Ингушетия,41445,109,39771,104,48667,69,41479,85,53927,52,38313,102,43377,123,45462,105,53277,49,68,28,-17,1.26
154,Правительство республики Калмыкия,-1,-1,-1,-1,-1,-1,57087,91,61081,97,54434,78,55057,45,57126,49,77017,45,26,34,5,0.67
155,Правительство республики Карелия,99240,4,47653,347,64565,91,-1,-1,72950,80,71017,113,138366,30,135032,7,-1,-1,42,183,-39,0.63
156,Правительство республики Коми,78961,43,120163,68,113587,55,66021,275,57285,975,113929,89,198360,25,122705,85,113604,67,68,43,71,0.9
157,Правительство республики Марий Эл,34695,28,30105,38,36778,40,41526,1009,47863,246,48206,276,44364,239,46660,234,95813,41,68,176,283,1.38
158,Правительство республики Мордовия,17557,488,31423,31,33458,329,58842,255,52391,481,52132,604,97114,51,131741,44,131196,28,68,647,91,1.77
159,Правительство республики Саха (Якутия),149894,52,61093,374,90352,407,108797,372,93778,971,316770,7,300176,4,300889,3,387848,1,48,111,36,1.45
160,Правительство республики Северная Осетия - Алания,-1,-1,-1,-1,52494,94,54515,128,45447,63,48878,98,50882,103,51379,216,55469,225,35,5,70,0.5
161,Правительство республики Татарстан,87274,88,25273,809,96521,94,110005,82,106381,84,103515,93,276596,26,267151,5,273207,3,52,216,12,0.61
162,Правительство республики Тыва,-1,-1,46451,73,62606,130,146645,37,-1,-1,127727,33,132435,35,162936,29,143780,24,51,209,89,1.32
163,Правительство Республики Хакасия,-1,-1,-1,-1,62620,157,56105,369,61954,311,67806,282,67994,243,70549,172,58685,165,35,-6,-2,1.3
164,Правительство Удмуртской республики,121159,21,-1,-1,120930,22,-1,-1,-1,-1,-1,-1,184254,9,-1,-1,-1,-1,52,52,-7,-1
165,Правительство Чеченской республики,-1,-1,56425,293,83706,151,64798,185,62044,207,110241,39,119935,23,107858,40,108355,41,51,92,-16,1.16
167,Правительство Алтайского края,52170,51,72894,85,82153,89,-1,-1,60827,49,47959,1054,72672,107,72784,108,59501,103,68,14,87,1.36
168,Правительство Амурской области,34375,80,53101,76,57054,147,59285,188,57076,182,60331,183,75931,84,66528,229,90534,141,68,163,349,1.61
169,Правительство Архангельской области,61266,91,66056,193,69613,244,84125,395,77611,516,77518,481,102058,293,101016,277,80004,145,68,30,53,1.26
170,Правительство Астраханской области,76415,43,89210,40,90967,48,92550,50,136417,20,89362,36,93267,31,110944,28,-1,-1,58,45,13,1.12
171,Правительство Забайкальского края,61426,47,61693,155,63694,153,75042,137,88463,120,82489,116,66260,46,250412,3,318016,7,68,417,100,1.03
172,Правительство Камчатского края,194029,2,-1,-1,-1,-1,263207,44,141489,344,134137,364,135267,409,161445,396,166666,279,26,-36,15,2.5
173,Администрация Кемеровской области,-1,-1,138430,13,138000,14,159976,20,170447,16,148921,19,134188,9,259242,11,156514,5,42,87,82,1.47
174,Правительство Кировской области,58140,111,62291,123,67264,118,70651,120,108687,17,47690,26,110026,19,73629,114,67313,59,68,15,-3,1.14
175,Администрация Костромской области,-1,-1,51531,99,55958,114,64564,112,80951,41,80609,39,85595,34,63378,95,185408,7,51,259,21,1.07
176,Правительство Краснодарского края,-1,-1,-1,-1,44273,3157,49383,4411,52098,5043,72608,428,138159,10,131264,18,114089,13,35,157,-62,0.72
177,Правительство Красноярского края,54987,261,50800,586,70306,792,49935,607,110556,12,64917,149,55109,390,56632,1635,-1,-1,58,2,152,1.21
178,Правительство Курганской области,72979,77,74414,77,84074,104,45460,690,90077,91,88527,94,93463,83,74272,85,-1,-1,58,1,13,1.26
179,Правительство Курской области,19979,53,-1,-1,35581,56,47262,739,39033,918,41349,827,45516,672,55901,720,59342,700,68,197,975,2.05
180,Правительство Ленинградской области,55520,901,67549,293,71270,820,77555,1021,175327,34,86511,834,181889,29,201714,38,228703,32,68,311,48,1.59
181,Правительство Московской области,208399,2,90319,105,214852,1,357649,3,382044,13,302331,3,397154,2,233869,5,409635,1,31,322,88,1.65
182,Правительство Мурманской области,127539,48,134324,79,153012,64,187028,61,199778,54,200940,52,207380,49,270671,21,295456,13,68,131,91,1.56
183,Правительство Ненецкого АО,179288,38,176331,64,162040,56,179941,64,168556,96,144978,92,134876,84,143221,84,184288,54,68,2,10,0.92
184,Правительство Нижегородской области,231813,24,231313,24,261843,28,188332,39,244824,63,151765,127,170874,117,-1,-1,-1,-1,52,-26,29,2.5
185,Правительство Новгородской области,54642,109,46946,96,63990,48,74402,91,97738,85,75752,68,97332,70,106375,90,120771,64,68,121,68,1.57
186,Правительство Пермского края,164584,33,85265,152,81964,79,119498,73,207709,25,78927,85,85023,94,86216,98,99698,100,68,-39,44,1.35
187,Правительство Приморского края,-1,-1,71790,48,71449,57,63100,78,179593,2,76512,53,63790,38,91213,38,119830,36,51,66,39,1.57
188,Правительство Ростовской области,76922,83,85863,84,80940,114,78536,156,75443,156,81054,178,91501,184,80844,367,88359,194,68,14,138,1.49
189,Правительство Рязанской области,-1,-1,-1,-1,62519,94,68793,96,53399,713,66331,104,-1,-1,-1,-1,-1,-1,19,6,18,0.95
190,Правительство Самарской области,-1,-1,-1,-1,161620,31,102251,1,124263,1,172269,32,145852,38,110337,102,232127,24,35,43,19,1.26
191,Правительство Санкт-Петербурга,73927,669,79699,784,89531,1427,85853,885,86264,1641,111766,481,96812,717,123323,514,106662,123,68,44,-13,1.2
192,Правительство Свердловской области,152029,26,102583,132,193553,21,80878,347,79002,352,197680,27,184340,26,76536,90,190738,194,68,25,110,0.6
193,Правительство Ставропольского края,63188,96,69365,206,80986,159,81710,176,51423,1453,67405,281,87927,203,94184,199,-1,-1,58,49,126,1.53
194,Правительство Хабаровского края,178132,18,-1,-1,169274,45,150412,148,240067,30,125305,274,139805,236,-1,-1,-1,-1,52,-21,43,2.29
195,Правительство Ямало-Ненецкого АО,-1,-1,178223,550,205318,976,208843,1090,197519,1195,198938,1132,196200,551,228987,660,238225,545,51,33,32,1.26
197,Правительство Белгородской области,33194,170,47408,170,44730,531,47666,690,48022,863,50801,843,133893,14,51855,2535,57873,1359,68,74,341,1.66
200,Правительство Брянской области,21889,61,-1,-1,-1,-1,-1,-1,71682,7,50163,3,111364,31,119050,32,346584,8,68,1483,288,2.19
202,Правительство Владимирской области,72665,9,127247,2,235355,1,84172,117,83524,121,84663,130,86912,134,-1,-1,-1,-1,52,19,191,0.64
204,Правительство Волгоградской области,141397,19,183471,20,93538,79,53008,1813,52074,1430,154641,54,206853,51,215506,62,-1,-1,58,52,87,0.6
205,Губернатор Вологодской области,-1,-1,-1,-1,77337,157,-1,-1,-1,-1,69468,291,69325,294,-1,-1,76099,322,35,-1,64,1.91
206,Правительство Вологодской области,26864,534,46173,336,53041,342,59695,485,56638,463,47185,147,50835,100,69022,343,77980,332,68,190,115,1.44
207,Правительство Воронежской области,50981,360,47116,45,44867,763,48134,690,48312,1036,117607,178,259658,32,231254,31,267478,36,68,424,30,0.78
210,Правительство Ивановской области,79385,30,85820,32,75463,124,75459,126,72072,129,73639,127,-1,-1,84527,114,-1,-1,58,6,62,0.79
212,Правительство Иркутской области,61778,20,52087,204,64945,62,92411,41,56500,262,54561,432,51555,501,55692,707,63415,611,68,2,358,4.0
213,Губернатор Калининградской области,212293,1,-1,-1,-1,-1,187435,1,175631,1,-1,-1,68694,194,-1,-1,76128,210,10,10,17,2.9
214,Правительство Калининградской области,-1,-1,102828,11,128258,37,82931,87,92785,105,69470,202,149837,31,65196,217,79950,1,42,-36,176,1.94
216,Правительство Калужской области,41550,220,50007,682,53044,512,58555,340,61307,311,72892,392,77769,88,105276,108,165004,54,68,297,74,0.89
220,Правительство Липецкой области,-1,-1,44288,499,48114,454,51432,454,52545,395,54555,416,55649,369,64041,266,66296,178,51,49,-5,1.27
222,Правительство Магаданской области,77942,39,64092,593,158629,46,183614,49,184994,56,140770,39,284015,18,160370,52,177270,64,68,127,185,1.8
224,Правительство Новосибирской области,-1,-1,177411,16,157944,38,213909,35,208218,41,169551,49,156604,44,159161,60,162335,53,51,-8,117,3.7
226,Правительство Омской области,247063,17,320273,1,269187,13,155507,28,179867,33,186573,40,190871,38,131932,49,151618,22,68,-38,-17,2.31
228,Правительство Оренбургской области,132919,13,151705,23,166421,5,82470,151,82904,369,145945,14,210872,4,218972,3,132335,7,68,0,-10,0.4
230,Правительство Орловской области,19882,2,39176,934,60185,117,60036,102,50121,126,46595,560,44962,877,44038,830,140752,13,51,259,-40,0.83
231,Губернатор Пензенской области,338597,1,396877,1,79849,51,92960,27,-1,-1,-1,-1,-1,-1,-1,-1,146408,37,35,83,45,1.83
232,Правительство Пензенской области,-1,-1,72946,63,80538,58,92960,27,105950,30,120177,32,127483,34,130997,34,-1,-1,42,79,18,1.64
234,Правительство Псковской области,44811,91,54160,121,42628,223,75515,156,65185,133,106766,8,119447,13,101063,24,149143,29,68,232,59,1.12
238,Правительство Сахалинской области,-1,-1,89840,8,175310,86,190144,82,195063,68,196693,89,174775,98,206646,79,237808,71,51,164,307,1.77
241,Глава администрации Тамбовской области,-1,-1,-1,-1,-1,-1,286287,1,387933,1,185729,8,183791,10,-1,-1,233333,7,13,25,21,0.5
242,Правительство Тамбовской области,-1,-1,54455,139,70503,121,66389,133,65251,140,62344,147,63780,150,73313,146,72917,134,51,33,33,1.42
244,Правительство Тверской области,54668,94,59116,119,88358,124,100501,109,88734,151,85854,160,122724,112,118405,120,128595,100,68,135,146,1.27
246,Правительство Томской области,132103,1,102923,105,117496,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,14,31,2.0
251,Правительство Тюменской области,-1,-1,78663,15,-1,-1,-1,-1,178995,14,163744,6,250733,1,181855,9,-1,-1,42,131,96,4.25
253,Правительство Ульяновской области,97712,3,-1,-1,53324,98,61767,166,54976,183,59174,194,57575,236,63209,237,229072,29,35,329,162,2.0
255,Правительство Челябинской области,104616,114,116133,110,110905,101,118869,148,124694,138,123947,161,125773,177,130187,179,155594,173,68,48,91,1.82
257,Правительство Ярославской области,65764,145,65639,434,57897,607,63900,421,64534,411,56174,319,82751,230,87061,237,122283,124,68,85,55,1.2
261,Правительство Еврейской автономной области,-1,-1,41873,318,40193,89,65899,179,96793,40,46824,100,95900,22,97317,31,113250,20,51,170,-6,1.32
263,Правительство Ханты-мансийского автономного округа - Югры,176302,149,199283,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,13,7,3.0
264,Губернатор Чукотского автономного округа,-1,-1,268040,1,242500,2,-1,-1,333325,2,334995,9,345295,9,307944,4,-1,-1,2,3,3,2.18
265,Правительство Чукотского автономного округа,171090,11,179187,15,181580,15,196450,10,210077,17,334995,5,-1,-1,-1,-1,264064,4,46,22,37,1.14
266,ОФМС России по республике Алтай,31589,58,36468,60,-1,-1,75000,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,137,63,0.81
267,Законодательное собрание Алтайского края,60484,46,74455,11,41605,13,44493,15,54465,15,53160,14,67577,15,81228,18,75035,27,68,24,-33,1.69
268,УФМС России по Алтайскому краю,30917,106,33828,85,58461,103,61605,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,99,75,2.26
269,Прокуратура Республики Ингушетия,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,167712,8,-1,-1,200353,10,-1,-1,6,19,37,1.67
270,Прокуратура Республики Кабардино-Балкария,101680,17,110830,17,132702,16,169262,17,-1,-1,147019,34,-1,-1,168758,30,209179,15,68,105,102,1.4
271,Прокуратура Республики Карелия,137562,19,119540,22,162273,24,203580,22,205424,23,219136,21,222183,19,223279,23,288349,21,68,109,110,2.62
272,Прокуратура Республики Северная Осетия - Алания,89515,33,93195,36,137901,16,175575,16,164184,15,164064,15,164041,15,169160,14,205065,11,68,129,90,1.22
273,Прокуратура Республики Хакасия,95851,15,92591,15,127089,13,178440,14,159974,15,154514,15,177549,14,220520,11,245345,14,68,155,142,2.35
274,Прокуратура Хабаровского края,112776,34,119974,34,141232,33,196179,32,189222,34,175851,32,188435,31,208887,30,251415,30,68,122,113,2.23
275,Прокуратура Оренбургской области,63447,186,63041,189,84906,182,138208,51,118341,52,120642,48,122055,50,-1,-1,158993,47,68,150,77,1.54
276,Прокуратура Рязанской области,67760,32,68976,30,82374,34,126225,34,106232,33,114045,67,115125,33,114159,29,139044,31,68,105,104,1.67
277,Прокуратура Томской области,107997,30,106184,29,136541,28,187696,29,168755,29,160940,27,171349,60,181823,29,214749,26,68,98,94,1.83
278,Прокуратура Ярославской области,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112360,48,117343,28,142328,21,154791,48,13,37,37,1.1
280,Прокуратура Ханты-Мансийского автономного округа - Югры,136053,25,133692,25,-1,-1,232528,23,210043,24,191722,49,223719,23,247392,21,313349,19,68,130,105,1.86
281,Прокуратура Ямало-Ненецкого автономного округа,121908,16,124886,19,-1,-1,243528,17,218647,18,223399,16,263367,16,233318,17,289250,16,68,137,137,3.45
282,УФМС России по г. Москве,29509,1683,32134,1886,55133,225,53200,198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,80,30,1.09
