INPUT:id_left	INPUT:id_right	INPUT:json_left	INPUT:json_right	GOLDEN:result	HINT:text
section-3402561	section-1165439	"{""sections"":[{""person"":{""name_raw"":""Петров Андрей Александрович"",""role"":""Старший государствен-ный инспектор""},""incomes"":[{""size"":189234},{""size"":938733,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м Шевроле Авео\n(индивидуальная)"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":25,""type_raw"":""Гараж (индивидуальная)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":52,""type_raw"":""Квартира (бессрочное, безвозмездное пользование)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":52,""type_raw"":""Квартира (индивидуальная)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":1200,""type_raw"":""Земельный участок (аренда на 49 лет)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":52,""type_raw"":""Квартира (безвозмездное бессрочное пользование)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":52,""type_raw"":""Квартира (безвозмездное бессрочное пользование)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2010"",""source"":""disclosures"",""office"":""Северо-Западное межрегиональное управление государственного автодорожного надзора Федеральной службы по надзору в сфере транспорта (СПб, Ленинградская и Калининградская области)"",""office_id"":5146,""office_section_count"":646,""office_rubric"":""Исполнительная власть"",""office_region"":""Санкт-Петербург"",""surname_rank"":24}]}"	"{""sections"":[{""person"":{""name_raw"":""Петров А.А."",""role"":""Начальник Управления"",""department"":""УПРАВЛЕНИЕ ПЕРСПЕКТИВНОГО РАЗВИТИЯ ТЕРРИТОРИЙ""},""incomes"":[{""size"":2198764},{""size"":1651200,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""легковой автомобиль Audi A6""},{""text"":""легковой автомобиль Volkswagen Touareg"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":118,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":17,""type_raw"":""гараж-бокс"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":118,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":45,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2013"",""source"":""disclosures"",""office"":""Члены Правительства города Москвы"",""office_id"":979,""office_section_count"":1432,""office_rubric"":""Исполнительная власть"",""office_region"":""Москва"",""surname_rank"":24}]}"	NO	
section-3544580	section-3545890	"{""sections"":[{""person"":{""name_raw"":""Бакланов Олег Вячеславович"",""role"":""Главный специалист – эксперт отдела информационных технологий""},""incomes"":[{""size"":261748}],""vehicles"":[{""text"":""Автомобиль легковой ВАЗ-21063""}],""real_estates"":[{""square"":35,""type_raw"":""Квартира в собственности площадью 35 кв.м. страна расположения: Россия"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2011"",""source"":""disclosures"",""office"":""Управление Федеральной службы государственной регистрации, кадастра и картографии Пензенская область"",""office_id"":5268,""office_section_count"":466,""office_rubric"":""Исполнительная власть"",""office_region"":""Пензенская область"",""surname_rank"":3210}]}"	"{""sections"":[{""person"":{""name_raw"":""Бакланов О.В."",""role"":""Главный специалист-эксперт""},""incomes"":[{""size"":261341}],""vehicles"":[{""text"":""а/м ВАЗ-21063""}],""real_estates"":[{""square"":35,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2013"",""source"":""disclosures"",""office"":""Управление Федеральной службы государственной регистрации, кадастра и картографии Пензенская область"",""office_id"":5268,""office_section_count"":466,""office_rubric"":""Исполнительная власть"",""office_region"":""Пензенская область"",""surname_rank"":3210}]}"	YES	
section-1715298	section-200779	"{""sections"":[{""person"":{""name_raw"":""Чернышев М.А.""},""incomes"":[{""size"":588917},{""size"":490574,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м легковой Шевроле""}],""real_estates"":[{""square"":54,""type_raw"":""квартира (общая долевая)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2011"",""source"":""disclosures"",""office"":""Министерство обороны"",""office_id"":450,""office_section_count"":351383,""office_rubric"":""Военные"",""office_region"":"""",""surname_rank"":599}]}"	"{""sections"":[{""person"":{""name_raw"":""Чернышев Михаил Анатольевич"",""role"":""Мэр (глава Администрации) города Ростова-на-Дону""},""incomes"":[{""size"":3491661},{""size"":2178169,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автоприцеп,\nМЗСА 817711""},{""text"":""мототранспортные средства:\n- мотовездеход «Ямаха YFA -125»;\n\n\n- снегоход\n«Ямаха SVX -70 VT»""},{""text"":""автомашина легковая,\n«Ауди А5»"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":2024,""type_raw"":""земельный участок приусадебный\n (общая долевая собственность 1/2)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":122,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":771,""type_raw"":""жилой дом \n(общая долевая собственность 1/2)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":214,""type_raw"":""квартира (индивидуальная собственность)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":26,""type_raw"":""гараж \n(индивидуальная собственность)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":45,""type_raw"":""гараж \n(индивидуальная собственность)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":1510,""type_raw"":""место на подземной парковке\n (общая долевая собственность 1/42)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":60,""type_raw"":""нежилое помещение (индивидуальная собственность)"",""owntype_raw"":""В собственности"",""country_raw"":""Неизвестное государство""},{""square"":2024,""type_raw"":""земельный участок приусадебный\n (общая долевая собственность 1/2)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":93,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":771,""type_raw"":""жилой дом \n(общая долевая собственность 1/2)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":122,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":120,""type_raw"":""квартира (индивидуальная собственность)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":25,""type_raw"":""гараж \n(индивидуальная собственность)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":20,""type_raw"":""машиноместо (индивидуальная собственность)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2012"",""source"":""disclosures"",""office"":""Ростов-на-Дону - городской округ"",""office_id"":1612,""office_section_count"":3862,""office_rubric"":""Муниципалитеты"",""office_region"":""Ростовская область"",""surname_rank"":599}]}"	NO	
section-564302	section-3719711	"{""sections"":[{""person"":{""name_raw"":""Егорова Л.В."",""role"":""Начальник отдела - главный бухгалтер"",""department"":""ОТДЕЛ СПОРТИВНЫХ СООРУЖЕНИЙ И ГОСУДАРСТВЕННОГО ЗАКАЗА""},""incomes"":[{""size"":1270097}],""vehicles"":[{""text"":""легковой автомобиль Volkswagen Golf""}],""real_estates"":[{""square"":1188,""type_raw"":""земельный участок жилой дом квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":33,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Правительство Ленинградской области"",""office_id"":180,""office_section_count"":4327,""office_rubric"":""Исполнительная власть"",""office_region"":""Ленинградская область"",""surname_rank"":23}]}"	"{""sections"":[{""person"":{""name_raw"":""Егорова Л.В."",""role"":""Консультант""},""incomes"":[{""size"":528114}],""real_estates"":[{""square"":35,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":35,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Департамент лесного хозяйства Костромской области"",""office_id"":7770,""office_section_count"":102,""office_rubric"":""Исполнительная власть"",""office_region"":""Костромская область"",""surname_rank"":23}]}"	NO	
section-3686485	person-1442006	"{""sections"":[{""person"":{""name_raw"":""Иванов Д.А."",""role"":""Начальник отдела""},""incomes"":[{""size"":924200},{""size"":527996,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль легковой Фольксваген""}],""real_estates"":[{""square"":49,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":49,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":28,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":1513,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":38,""type_raw"":""Садовый дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":49,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Северо-Западное таможенное управление"",""office_id"":5503,""office_section_count"":26641,""office_rubric"":""Исполнительная власть"",""office_region"":"""",""surname_rank"":5}]}"	"{""sections"":[{""person"":{""name_raw"":""Иванов Д.А.""},""incomes"":[{""size"":1287289}],""vehicles"":[{""text"":""а/м легковой Киа Рио""}],""real_estates"":[{""square"":42,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":60,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":60,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":60,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":60,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""Министерство обороны"",""office_id"":450,""office_section_count"":351383,""office_rubric"":""Военные"",""office_region"":"""",""surname_rank"":5},{""person"":{""name_raw"":""Иванов Д. А.""},""incomes"":[{""size"":1363277},{""size"":242036,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м легковой КИА РИО""}],""real_estates"":[{""square"":42,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":60,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":60,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":60,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Министерство обороны"",""office_id"":450,""office_section_count"":351383,""office_rubric"":""Военные"",""office_region"":"""",""surname_rank"":5}]}"	NO	
section-2185962	section-2184200	"{""sections"":[{""person"":{""name_raw"":""Тюлягина Г.П."",""role"":""Ведущий специалист бюджетного отдела""},""incomes"":[{""size"":332127},{""size"":453850,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль легковой RENOULT LOGAN"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":44,""type_raw"":""Квартира\n(1/3 доли)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":55,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":55,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":19,""type_raw"":""Гараж"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":55,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":55,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2015"",""source"":""disclosures"",""office"":""Курган - городской округ"",""office_id"":3239,""office_section_count"":2812,""office_rubric"":""Муниципалитеты"",""office_region"":""Курганская область"",""surname_rank"":67015}]}"	"{""sections"":[{""person"":{""name_raw"":""Тюлягина Г.П."",""role"":""Ведущий специалист бюджетного отдела""},""incomes"":[{""size"":337005},{""size"":566064,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль легковой RENOULT LOGAN"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":45,""type_raw"":""Квартира\n(1/3 доли)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":55,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":55,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":19,""type_raw"":""Земельный участок для размещения гаражей и автостоянок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":19,""type_raw"":""Гараж"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":55,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":55,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Курган - городской округ"",""office_id"":3239,""office_section_count"":2812,""office_rubric"":""Муниципалитеты"",""office_region"":""Курганская область"",""surname_rank"":67015}]}"	YES	
section-3851624	section-1543582	"{""sections"":[{""person"":{""name_raw"":""Овсянников Андрей Викторович"",""role"":""Государственный таможенный инспектор""},""incomes"":[{""size"":356622}],""vehicles"":[{""text"":""Toyota \n(индивидуальная)""}],""real_estates"":[{""square"":21,""type_raw"":""Коммунальная\nквартира\n(фактическое предоставление)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2011"",""source"":""disclosures"",""office"":""Южное таможенное управление"",""office_id"":5512,""office_section_count"":15447,""office_rubric"":""Исполнительная власть"",""office_region"":"""",""surname_rank"":945}]}"	"{""sections"":[{""person"":{""name_raw"":""Овсянников А.В.""},""incomes"":[{""size"":585750}],""vehicles"":[{""text"":""а/м легковой Тойота""}],""real_estates"":[{""square"":64,""type_raw"":""квартира (индивид.)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2012"",""source"":""disclosures"",""office"":""Министерство обороны"",""office_id"":450,""office_section_count"":351383,""office_rubric"":""Военные"",""office_region"":"""",""surname_rank"":945}]}"	NO	
section-1713720	section-1582722	"{""sections"":[{""person"":{""name_raw"":""Андреев Е.В.""},""incomes"":[{""size"":1204926},{""size"":120000,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м легковой Опель""}],""real_estates"":[{""square"":46,""type_raw"":""квартира ( служ. найма)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2011"",""source"":""disclosures"",""office"":""Министерство обороны"",""office_id"":450,""office_section_count"":351383,""office_rubric"":""Военные"",""office_region"":"""",""surname_rank"":70}]}"	"{""sections"":[{""person"":{""name_raw"":""Андреев Е.В.""},""incomes"":[{""size"":900607},{""size"":433651,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м легковой Киа Рио""}],""real_estates"":[{""square"":61,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":61,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":61,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":61,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Министерство обороны"",""office_id"":450,""office_section_count"":351383,""office_rubric"":""Военные"",""office_region"":"""",""surname_rank"":70}]}"	NO	
section-830459	section-130081	"{""sections"":[{""person"":{""name_raw"":""Козлов Р.В."",""role"":""Скопинский межрайонный прокурор Рязанской области""},""incomes"":[{""size"":652753},{""size"":27363,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль\nВАЗ 21150""}],""real_estates"":[{""square"":67,""type_raw"":""квартира (собственность)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":864,""type_raw"":""земельный участок (пользование)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":2107,""type_raw"":""земельный участок (собственность , ½)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":1400,""type_raw"":""земельный участок \n(пользование)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2009"",""source"":""disclosures"",""office"":""Прокуратура Рязанской области"",""office_id"":276,""office_section_count"":390,""office_rubric"":""Прокуратура"",""office_region"":""Рязанская область"",""surname_rank"":60}]}"	"{""sections"":[{""person"":{""name_raw"":""Козлов Роман Владимирович"",""role"":""Ведущий специалист отдела экономического развития и инвестиций""},""incomes"":[{""size"":654841},{""size"":816483,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль легковой Volkswagen Polo""}],""real_estates"":[{""square"":43,""type_raw"":""Квартира (собственность\nобщая совместная с иными членами семьи)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":59,""type_raw"":""Квартира (собственность, \n1/2 доли)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":67,""type_raw"":""Квартира (собственность, \n1/5 доли)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""Администрация Кировского района"",""office_id"":1153,""office_section_count"":1760,""office_rubric"":""Исполнительная власть"",""office_region"":""Санкт-Петербург"",""surname_rank"":60}]}"	NO	
section-2878239	section-1440256	"{""sections"":[{""person"":{""name_raw"":""Смирнов А.Н."",""role"":""сп по ОУПДС""},""incomes"":[{""size"":222794}],""vehicles"":[{""text"":""ВАЗ-21063, ВАЗ-21703""}],""year"":""2009"",""source"":""disclosures"",""office"":""Управление Федеральной службы судебных приставов Ивановская область"",""office_id"":4896,""office_section_count"":2208,""office_rubric"":""Исполнительная власть"",""office_region"":""Ивановская область"",""surname_rank"":21}]}"	"{""sections"":[{""person"":{""name_raw"":""Смирнов А.Н."",""role"":""Главный специалист""},""incomes"":[{""size"":1018459},{""size"":454478,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""VOLFSWAGEN TIGUAN""}],""real_estates"":[{""square"":20,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":47,""type_raw"":""Квартира (1/3)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":19,""type_raw"":""Гараж"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":47,""type_raw"":""Квартира (1/3)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":20,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":19,""type_raw"":""Гараж"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2014"",""source"":""disclosures"",""office"":""Самара - городской округ"",""office_id"":1987,""office_section_count"":14204,""office_rubric"":""Муниципалитеты"",""office_region"":""Самарская область"",""surname_rank"":21}]}"	NO	
section-1704292	section-1702487	"{""sections"":[{""person"":{""name_raw"":""Гильмияров Радик Рафикович"",""role"":""Главный инженер по ОТ и ТБ сектора правового обеспечения""},""incomes"":[{""size"":269717},{""size"":215526,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м УАЗ - 31514\nа/м ВАЗ – 21053\nтрактор Т-25\nмотоблок\n(общ. собственность)""}],""real_estates"":[{""square"":1200,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":86,""type_raw"":""Жилой дом\n(Общая совместная собственность с супругой)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":15,""type_raw"":""Гараж"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":61,""type_raw"":""Баня"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":9,""type_raw"":""Сарай амбар"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":1200,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":86,""type_raw"":""Жилой дом\n(Общая собственность с супругом)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2011"",""source"":""disclosures"",""office"":""Мишкинский район"",""office_id"":2680,""office_section_count"":664,""office_rubric"":""Муниципалитеты"",""office_region"":""Республика Башкортостан"",""surname_rank"":28650}]}"	"{""sections"":[{""person"":{""name_raw"":""Гильмияров Р.Р."",""role"":""Главный инженер по ОТ и ТБ""},""incomes"":[{""size"":1466155},{""size"":342076,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м УАЗ - 31514\nа/м ВАЗ – 21053, Рено Дастер\n(индив. собственность)""}],""real_estates"":[{""square"":1829,""type_raw"":""Земельный участок (индивидуальная собственность)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":71,""type_raw"":""Жилой дом\nс надворными постройками\n(индивидуальная собственность)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":1829,""type_raw"":""Земельный участок \n(фактическое пользование)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":71,""type_raw"":""Жилой дом\nс надворными постройками \n(фактическое пользование)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Мишкинский район"",""office_id"":2680,""office_section_count"":664,""office_rubric"":""Муниципалитеты"",""office_region"":""Республика Башкортостан"",""surname_rank"":28650}]}"	YES	
section-371187	section-4289746	"{""sections"":[{""person"":{""name_raw"":""Самсонова Елена Валентиновна"",""role"":""Начальник отдела"",""department"":""Отдел по организационной работе""},""incomes"":[{""size"":418097},{""size"":979159,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль легковой Suzuki GRAND VITARA, 2010 г."",""relative"":""супруг(а)""}],""real_estates"":[{""square"":68,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":46,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":46,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":46,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Алексин - городской округ"",""office_id"":1672,""office_section_count"":1278,""office_rubric"":""Муниципалитеты"",""office_region"":""Тульская область"",""surname_rank"":472}]}"	"{""sections"":[{""person"":{""name_raw"":""Самсонова Елена Валентиновна"",""role"":""Заместитель начальника""},""incomes"":[{""size"":962171}],""vehicles"":[{""text"":""автомобиль легковой ХУНДАЙ, модель: SOLARIS""}],""real_estates"":[{""square"":62,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":24,""type_raw"":""гараж"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":51,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":24,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":24,""type_raw"":""гараж"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":24,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":163,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2019"",""source"":""disclosures"",""office"":""Управление Федеральной налоговой службы Псковская область"",""office_id"":5788,""office_section_count"":71,""office_rubric"":""Исполнительная власть"",""office_region"":""Псковская область"",""surname_rank"":472}]}"	NO	
section-2277174	section-3870190	"{""sections"":[{""person"":{""name_raw"":""Смирнов А.С."",""role"":""начальник отдела""},""incomes"":[{""size"":1876029},{""size"":63135,""relative"":""супруг(а)""},{""size"":58894,""relative"":""ребенок""},{""size"":7200,""relative"":""ребенок""}],""vehicles"":[{""text"":""автомобиль легковой Опель""}],""real_estates"":[{""square"":58,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":58,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":58,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":58,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2013"",""source"":""disclosures"",""office"":""Федеральное агентство по поставкам вооружения, военной, специальной техники и материальных средств"",""office_id"":490,""office_section_count"":1083,""office_rubric"":""Остальные"",""office_region"":"""",""surname_rank"":21}]}"	"{""sections"":[{""person"":{""name_raw"":""Смирнов А.С."",""role"":""заместитель начальника"",""department"":""ФКУ ИК-28 УФСИН России по Волгоградской области""},""incomes"":[{""size"":1030114},{""size"":298139,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль легковой Киа Рио""}],""real_estates"":[{""square"":700,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":58,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":700,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":58,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":700,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":58,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2014"",""source"":""disclosures"",""office"":""ФКУ \""Жилищно-коммунальный отдел управления федеральной службы исполнения наказаний по республике Адыгея\"""",""office_id"":5637,""office_section_count"":7389,""office_rubric"":""ФСИН"",""office_region"":""Республика Адыгея"",""surname_rank"":21}]}"	NO	
